unique_id,ds,y
B0969CQ71Q_B07HMRZYB5_1030124_AMZ_US,2019-12-01,284.0
B0969CQ71Q_B0861XCG6Y_1040206_AMZ_US,2019-12-01,0.0
B0971S3H7H_B07T58CS4R_1034552_AMZ_US,2019-12-01,95.0
B0BYDPVT4F_B07T58CS4R_1034552_AMZ_US,2019-12-01,95.0
B0971S3H7H_B07T7FKT4Z_1034551_AMZ_US,2019-12-01,104.0
B0BYDPVT4F_B07T7FKT4Z_1034551_AMZ_US,2019-12-01,104.0
B09B74XSMF_B085H9HKPD_1039765_AMZ_US,2019-12-01,0.0
B09B74XSMF_B085HK8WTV_1039766_AMZ_US,2019-12-01,0.0
B09B74XSMF_B085HM27DR_1039764_AMZ_US,2019-12-01,0.0
B09B74XSMF_B08XX3M23Y_1274811_AMZ_US,2019-12-01,0.0
B09BFXD1GK_B08YN5NQZ8_1275333_AMZ_US,2019-12-01,0.0
B09BFXD1GK_B08YNMV5HP_1275334_AMZ_US,2019-12-01,0.0
B09FF6BLZM_B095BF9L3T_1279305_AMZ_US,2019-12-01,0.0
B09FF6BLZM_B095BP4H4P_1279306_AMZ_US,2019-12-01,0.0
B09FF6BLZM_B095BPZQX8_1279307_AMZ_US,2019-12-01,0.0
B09FF6BLZM_B095BTDF83_1279309_AMZ_US,2019-12-01,0.0
B09FF6BLZM_B095BX9935_1279308_AMZ_US,2019-12-01,0.0
B09FG3VGKP_B084P8P8QR_1039307_AMZ_US,2019-12-01,0.0
B0C2CJFZB1_B084P8P8QR_1039307_AMZ_US,2019-12-01,0.0
B09FG3VGKP_B084PG27RF_1039308_AMZ_US,2019-12-01,0.0
B0C2CJFZB1_B084PG27RF_1039308_AMZ_US,2019-12-01,0.0
B09HC7T98K_B0952LDRPZ_1279249_AMZ_US,2019-12-01,0.0
B09HC7T98K_B0952LR5YS_1279250_AMZ_US,2019-12-01,0.0
B09HCDTGK4_B094MYSJ6D_1278520_AMZ_US,2019-12-01,0.0
B09HCDTGK4_B094MZ6MSL_1278519_AMZ_US,2019-12-01,0.0
B09HCDTGK4_B094MZRY4K_1278522_AMZ_US,2019-12-01,0.0
B09KGZNYHS_B09229DWP7_1276902_AMZ_US,2019-12-01,0.0
B09KGZNYHS_B0922FTRCW_1276905_AMZ_US,2019-12-01,0.0
B09KGZNYHS_B0922FVC1D_1276910_AMZ_US,2019-12-01,0.0
B09KXLG1RT_B092H569WW_1277261_AMZ_US,2019-12-01,0.0
B09KXLG1RT_B092HGRDRV_1277258_AMZ_US,2019-12-01,0.0
B09KXLMTNZ_B089NJ337H_1042662_AMZ_US,2019-12-01,0.0
B09KXLMTNZ_B093B2PMT8_1277668_AMZ_US,2019-12-01,0.0
B09L46DX51_B08QTTTC2R_1273783_AMZ_US,2019-12-01,0.0
B09L46DX51_B08QTZCWRP_1273782_AMZ_US,2019-12-01,0.0
B09LHJ5CGB_B083GCBKBF_1038739_AMZ_US,2019-12-01,0.0
B09LHJ5CGB_B083GCPYB1_1038735_AMZ_US,2019-12-01,0.0
B09LHJ5CGB_B083GCS6GF_1038738_AMZ_US,2019-12-01,0.0
B09LHLXZXF_B097CTZTJR_1280361_AMZ_US,2019-12-01,0.0
B09LHLXZXF_B097CW2SY8_1280362_AMZ_US,2019-12-01,0.0
B09M3JBTHC_B092H1MSCJ_1277257_AMZ_US,2019-12-01,0.0
B09M3JBTHC_B092H26FBH_1277254_AMZ_US,2019-12-01,0.0
B09M3JBTHC_B092HPG95F_1277256_AMZ_US,2019-12-01,0.0
B09M3JBTHC_B092HVSB7P_1277255_AMZ_US,2019-12-01,0.0
B09M3KDHXY_B092HQ5KGS_1277239_AMZ_US,2019-12-01,0.0
B09M3KDHXY_B092HSM5VG_1277238_AMZ_US,2019-12-01,0.0
B09M3KDHXY_B092HT8TFR_1277241_AMZ_US,2019-12-01,0.0
B09M3KDHXY_B092HVPNM7_1277240_AMZ_US,2019-12-01,0.0
B09M3NBPCH_B092H8ZG9V_1277242_AMZ_US,2019-12-01,0.0
B09M3NBPCH_B092HP1L7Q_1277244_AMZ_US,2019-12-01,0.0
B09M3NBPCH_B092HP1WLH_1277243_AMZ_US,2019-12-01,0.0
B09M3SM3V1_B0928LW7PS_1278993_AMZ_US,2019-12-01,0.0
B09M3SM3V1_B0928MRP93_1278992_AMZ_US,2019-12-01,0.0
B09M3SM3V1_B0928QTSJB_1278991_AMZ_US,2019-12-01,0.0
B09M6966FD_B096D4TBKX_1279731_AMZ_US,2019-12-01,0.0
B09M6966FD_B096DL638V_1279732_AMZ_US,2019-12-01,0.0
B09M6KK92P_B096DGB9GF_1279730_AMZ_US,2019-12-01,0.0
B09M6KK92P_B096DK8QM3_1279729_AMZ_US,2019-12-01,0.0
B09M8F3NS1_B093K82KZ4_1277730_AMZ_US,2019-12-01,0.0
B09M8F3NS1_B093KFRVTF_1277729_AMZ_US,2019-12-01,0.0
B09MCNTSXC_B096JNMWZN_1279809_AMZ_US,2019-12-01,0.0
B09MCNTSXC_B096K74H4X_1279805_AMZ_US,2019-12-01,0.0
B09MFFS3HG_B096D6C3P5_1279883_AMZ_US,2019-12-01,0.0
B09MFFS3HG_B096DFRQ2Q_1279882_AMZ_US,2019-12-01,0.0
B09MFFS3HG_B096DL13HV_1279884_AMZ_US,2019-12-01,0.0
B09MFFS3HG_B096DMR1ZC_1279881_AMZ_US,2019-12-01,0.0
B09MFFS3HG_B096DN72GQ_1279880_AMZ_US,2019-12-01,0.0
B09MFGHP7V_B099YV5D2X_1331902_AMZ_US,2019-12-01,0.0
B09MFGHP7V_B099ZF7XQN_1331901_AMZ_US,2019-12-01,0.0
B09MFGMC4B_B096DD624W_1279714_AMZ_US,2019-12-01,0.0
B09MFGMC4B_B096DVQCM3_1279712_AMZ_US,2019-12-01,0.0
B09MLRWYD8_B094TYSDB7_1279093_AMZ_US,2019-12-01,0.0
B09MLRWYD8_B094V4R4MZ_1279090_AMZ_US,2019-12-01,0.0
B09MLRWYD8_B094V7NKHK_1279096_AMZ_US,2019-12-01,0.0
B09MLRWYD8_B094V9391G_1279091_AMZ_US,2019-12-01,0.0
B09MLRWYD8_B094VL8ZL7_1279092_AMZ_US,2019-12-01,0.0
B09MVVC7M4_B097QQ96PR_1280455_AMZ_US,2019-12-01,0.0
B09MVVC7M4_B097QQYXGH_1280452_AMZ_US,2019-12-01,0.0
B09MVZD5MF_B097G7RBWZ_1280372_AMZ_US,2019-12-01,0.0
B09MVZD5MF_B097GJXFPR_1280371_AMZ_US,2019-12-01,0.0
B09MVZD5MF_B097GMFZH6_1280373_AMZ_US,2019-12-01,0.0
B09MVZZQ2C_B094V2X46Q_1279079_AMZ_US,2019-12-01,0.0
B09MVZZQ2C_B094V6KLHF_1279082_AMZ_US,2019-12-01,0.0
B09MVZZQ2C_B094V7R69W_1279080_AMZ_US,2019-12-01,0.0
B09MVZZQ2C_B094V9D4SF_1279081_AMZ_US,2019-12-01,0.0
B09MW1Z7RD_B097M34CZV_1280395_AMZ_US,2019-12-01,0.0
B09MW1Z7RD_B097M3CCB3_1280393_AMZ_US,2019-12-01,0.0
B09MW2J3V1_B0988WPLVX_1280632_AMZ_US,2019-12-01,0.0
B09MW2J3V1_B0989GHG41_1280630_AMZ_US,2019-12-01,0.0
B09PB2Y4TG_B0989GHG41_1280630_AMZ_US,2019-12-01,0.0
B09N3LP5LY_B098W3L71X_1280879_AMZ_US,2019-12-01,0.0
B09N3LP5LY_B098WW5GNK_1280880_AMZ_US,2019-12-01,0.0
B09N3NJ8C1_B09952KKSF_1316436_AMZ_US,2019-12-01,0.0
B09N3NJ8C1_B09952W9SZ_1316437_AMZ_US,2019-12-01,0.0
B09N3NJ8C1_B09953SLF7_1316439_AMZ_US,2019-12-01,0.0
B09N6T55LS_B099YJZ3PN_1331948_AMZ_US,2019-12-01,0.0
B09N6T55LS_B099Z59T8H_1331944_AMZ_US,2019-12-01,0.0
B09N6T55LS_B099Z97MYW_1331946_AMZ_US,2019-12-01,0.0
B09N6T55LS_B099ZF44G5_1331947_AMZ_US,2019-12-01,0.0
B09N8P354X_B0988X8NZN_1280690_AMZ_US,2019-12-01,0.0
B09N8P354X_B09895VHR8_1280689_AMZ_US,2019-12-01,0.0
B09N8P354X_B0989JGY5F_1280692_AMZ_US,2019-12-01,0.0
B09N8T52GQ_B0986KQY85_1280658_AMZ_US,2019-12-01,0.0
B09N8T52GQ_B0986N9MNP_1280661_AMZ_US,2019-12-01,0.0
B09N8T52GQ_B0986WXLR3_1280641_AMZ_US,2019-12-01,0.0
B09NBBDGW9_B099MRZ75K_1331835_AMZ_US,2019-12-01,0.0
B09NBBDGW9_B099N3NC3F_1331834_AMZ_US,2019-12-01,0.0
B09NBCQNSG_B08633XYY7_1040273_AMZ_US,2019-12-01,0.0
B09NBCQNSG_B08634BKDR_1040292_AMZ_US,2019-12-01,0.0
B09NLW4184_B097XM4QM2_1280507_AMZ_US,2019-12-01,0.0
B09NLW4184_B097XTG4KK_1280510_AMZ_US,2019-12-01,0.0
B09NLXT218_B09BC31STH_1332477_AMZ_US,2019-12-01,0.0
B09NLXT218_B09BC41634_1332479_AMZ_US,2019-12-01,0.0
B09NLXT218_B09BCCCXN7_1332481_AMZ_US,2019-12-01,0.0
B09NM59V7C_B09CYDPGZD_1333262_AMZ_US,2019-12-01,0.0
B09NM59V7C_B09CYGYTLM_1333263_AMZ_US,2019-12-01,0.0
B09NM59V7C_B09CYKXX8L_1333267_AMZ_US,2019-12-01,0.0
B09NN5DH6H_B097QQKCY5_1280429_AMZ_US,2019-12-01,0.0
B09NN5DH6H_B097QQZH5X_1280430_AMZ_US,2019-12-01,0.0
B09NNDHM4F_B097XLCQYG_1280530_AMZ_US,2019-12-01,0.0
B09NNDHM4F_B097XWCL41_1280529_AMZ_US,2019-12-01,0.0
B09NPY2Q9H_B09BC38S4X_1332184_AMZ_US,2019-12-01,0.0
B09NPY2Q9H_B09BC3HTLR_1332185_AMZ_US,2019-12-01,0.0
B09NRD1WZJ_B096DBRJ95_1279749_AMZ_US,2019-12-01,0.0
B09NRD1WZJ_B096DK67BX_1279747_AMZ_US,2019-12-01,0.0
B09NRD1WZJ_B096DLGJFY_1279746_AMZ_US,2019-12-01,0.0
B09NRD1WZJ_B096DV9G8D_1279748_AMZ_US,2019-12-01,0.0
B09NRD1WZJ_B096DVMNYV_1279750_AMZ_US,2019-12-01,0.0
B09NRD49WQ_B09BPV9R2M_1332881_AMZ_US,2019-12-01,0.0
B09NRD49WQ_B09BPVB2DD_1332882_AMZ_US,2019-12-01,0.0
B09NRD49WQ_B09BPXPMH6_1332885_AMZ_US,2019-12-01,0.0
B09NRD49WQ_B09BQ167G7_1332888_AMZ_US,2019-12-01,0.0
B09NRD49WQ_B09BQBJF8N_1332891_AMZ_US,2019-12-01,0.0
B09NVMRZSS_B098VZBHC5_1280890_AMZ_US,2019-12-01,0.0
B09NVMRZSS_B098WSN7TM_1280889_AMZ_US,2019-12-01,0.0
B09NVPD3L3_B09D6G7NC5_1333322_AMZ_US,2019-12-01,0.0
B09NVPD3L3_B09D6W37BW_1333338_AMZ_US,2019-12-01,0.0
B09NVY3M24_B09JJT9899_1334526_AMZ_US,2019-12-01,0.0
B09NVY3M24_B09JK44W6Y_1334533_AMZ_US,2019-12-01,0.0
B09P4LGRPT_B0977Y759N_1280141_AMZ_US,2019-12-01,0.0
B09P4LGRPT_B0978189Q3_1280133_AMZ_US,2019-12-01,0.0
B09P4LGRPT_B09781QC14_1280139_AMZ_US,2019-12-01,0.0
B09P4MRSNR_B09781625K_1280134_AMZ_US,2019-12-01,0.0
B09P4MRSNR_B09781G4MF_1280135_AMZ_US,2019-12-01,0.0
B09P4PG3G7_B097QPXL2Y_1280442_AMZ_US,2019-12-01,0.0
B09P4PG3G7_B097QQQHPK_1280441_AMZ_US,2019-12-01,0.0
B09PB2Y4TG_B0989CT6PT_1280631_AMZ_US,2019-12-01,0.0
B09PN89W95_B07DJ83M8X_1026107_AMZ_US,2019-12-01,355.0
B09PN89W95_B08QCDRNMW_1273722_AMZ_US,2019-12-01,0.0
B09QPKK841_B0989C3QY4_1280624_AMZ_US,2019-12-01,0.0
B09QPKK841_B0989JVQHP_1280625_AMZ_US,2019-12-01,0.0
B09RZT95R9_B07KY7NP2M_1031481_AMZ_US,2019-12-01,56.0
B09RZT95R9_B07KY8474R_1031478_AMZ_US,2019-12-01,10.0
B09RZT95R9_B07KY93WF8_1031482_AMZ_US,2019-12-01,58.0
B09RZT95R9_B07KY94FZK_1031483_AMZ_US,2019-12-01,7.0
B09RZT95R9_B07W1HHQYT_1035307_AMZ_US,2019-12-01,5.0
B09VXFRK5L_B075G2W2ZY_1018856_AMZ_US,2019-12-01,127.0
B09VXFRK5L_B07Y2RM1R5_1036202_AMZ_US,2019-12-01,13.0
B09XXR2PRZ_B09C7LWQN5_1333053_AMZ_US,2019-12-01,0.0
B09XXR2PRZ_B09C7W7P2J_1333069_AMZ_US,2019-12-01,0.0
B0B1M8B39X_B09893V72S_1280623_AMZ_US,2019-12-01,0.0
B0B1M8B39X_B0989JPK2W_1280621_AMZ_US,2019-12-01,0.0
B0B5TNL6GZ_B07DN88QN5_1026213_AMZ_US,2019-12-01,212.0
B0B5TNL6GZ_B08BFB8FT5_1043100_AMZ_US,2019-12-01,0.0
B0B74F8SKT_B09CD53QWW_1333116_AMZ_US,2019-12-01,0.0
B0B74F8SKT_B09CDB1Q4J_1333134_AMZ_US,2019-12-01,0.0
B0B79FVGQ1_B07794VW3L_1020134_AMZ_US,2019-12-01,452.0
B0B79FVGQ1_B07795JJYW_1020133_AMZ_US,2019-12-01,33.0
B0B7JDR3M3_B086H53RVZ_1332651_AMZ_US,2019-12-01,0.0
B0B7JDR3M3_B086H59NLB_1332652_AMZ_US,2019-12-01,0.0
B0BBFZBCSQ_B09C5831FL_1333016_AMZ_US,2019-12-01,0.0
B0BBFZBCSQ_B09C58YWL4_1333019_AMZ_US,2019-12-01,0.0
B0BC8N6HGJ_B09BTRFSXN_1332900_AMZ_US,2019-12-01,0.0
B0BC8N6HGJ_B09BTT7Q11_1332902_AMZ_US,2019-12-01,0.0
B0BDDS4V5D_B071KB5JK7_1001369_AMZ_US,2019-12-01,253.0
B0BDDS4V5D_B071KB5Y2X_1001371_AMZ_US,2019-12-01,350.0
B0BDDS4V5D_B072N4G7H2_1001370_AMZ_US,2019-12-01,175.0
B0BDDS4V5D_B07DN8YRRK_1026152_AMZ_US,2019-12-01,132.0
B0BGH6F944_B09CFY3BFS_1333141_AMZ_US,2019-12-01,0.0
B0BGH6F944_B09CG85T8D_1333148_AMZ_US,2019-12-01,0.0
B0BGH6F944_B09CG8SCN9_1333149_AMZ_US,2019-12-01,0.0
B0BJPGBTHQ_B0B2VFTFM8_1337539_AMZ_US,2019-12-01,0.0
B0BJPGBTHQ_B0B2VJN8P2_1337540_AMZ_US,2019-12-01,0.0
B0BNN35YGQ_B08S6M7WZP_1274111_AMZ_US,2019-12-01,0.0
B0BNN35YGQ_B08S7D4CXQ_1274110_AMZ_US,2019-12-01,0.0
B0BQ65KVMY_B076ZKYYSD_1020125_AMZ_US,2019-12-01,129.0
B0BQ65KVMY_B077946WQL_1019829_AMZ_US,2019-12-01,550.0
B0BQXJ6SFJ_B07W83CX45_1035553_AMZ_US,2019-12-01,41.0
B0BQXJ6SFJ_B07WP781X4_1035695_AMZ_US,2019-12-01,4.0
B0BSBDSGRZ_B07DFFDP5S_1026139_AMZ_US,2019-12-01,107.0
B0BSBDSGRZ_B07DFG2YBJ_1026137_AMZ_US,2019-12-01,101.0
B0BSBDSGRZ_B07DFK4SSQ_1026138_AMZ_US,2019-12-01,334.0
B0BSBFJVMD_B07DFGW1JZ_1026134_AMZ_US,2019-12-01,96.0
B0BSBFJVMD_B07DFH5V3R_1026132_AMZ_US,2019-12-01,289.0
B0BWXDRXMT_B07DFH5V3R_1026132_AMZ_US,2019-12-01,289.0
B0BSBFJVMD_B07DFLQMR4_1026130_AMZ_US,2019-12-01,162.0
B0BWXDRXMT_B07DFLQMR4_1026130_AMZ_US,2019-12-01,162.0
B0BV1XV3R7_B077127TX8_1019303_AMZ_US,2019-12-01,236.0
B0BV1XV3R7_B0771N8Y1Q_1019302_AMZ_US,2019-12-01,121.0
B0BVZCWBH5_B08FCVL174_1332659_AMZ_US,2019-12-01,0.0
B0BVZCWBH5_B08FCY38F7_1332660_AMZ_US,2019-12-01,0.0
B0BVZGY61F_B082Q2W3RJ_1332645_AMZ_US,2019-12-01,0.0
B0BVZGY61F_B082Q3P4NR_1332646_AMZ_US,2019-12-01,0.0
B0BVZGY61F_B086Z4NFQD_1332654_AMZ_US,2019-12-01,0.0
B0BWJ53VR4_B08P3X5SH4_1332674_AMZ_US,2019-12-01,0.0
B0BWJ53VR4_B08TY8HCCL_1332852_AMZ_US,2019-12-01,0.0
B0BWJDPZ31_B07CKJHTQS_1025042_AMZ_US,2019-12-01,204.0
B0BWJDPZ31_B07PZ6V7BG_1032697_AMZ_US,2019-12-01,25.0
B0BWXGHR64_B08YJ58T5R_1275299_AMZ_US,2019-12-01,0.0
B0BWXGHR64_B08YJ6B82T_1275300_AMZ_US,2019-12-01,0.0
B0BWXGHR64_B08YJC69TY_1275301_AMZ_US,2019-12-01,0.0
B0BWXGHR64_B08YJQBSCQ_1275298_AMZ_US,2019-12-01,0.0
B0BWXGHR64_B08YJYGDBN_1275303_AMZ_US,2019-12-01,0.0
B0BWYCH6TG_B07SH1NRNG_1332638_AMZ_US,2019-12-01,30.0
B0BWYCH6TG_B08L7328DQ_1332667_AMZ_US,2019-12-01,0.0
B0BX6D7K2H_B07F38XKMS_1027350_AMZ_US,2019-12-01,213.0
B0BX6D7K2H_B07F38ZTG8_1027348_AMZ_US,2019-12-01,117.0
B0BX93ZN85_B07SH25P1K_1332639_AMZ_US,2019-12-01,57.0
B0BX93ZN85_B07XLNPSFP_1332642_AMZ_US,2019-12-01,15.0
B0BXPNYBD5_B08S8YXT5X_1332845_AMZ_US,2019-12-01,0.0
B0BXPNYBD5_B0917YNWGQ_1332865_AMZ_US,2019-12-01,0.0
B0BXXC2XCZ_B07ZDNB12Y_1036957_AMZ_US,2019-12-01,0.0
B0BXXC2XCZ_B07ZDNVFB3_1036951_AMZ_US,2019-12-01,0.0
B0BYNQ9WN3_B07MQ3HGVX_1332620_AMZ_US,2019-12-01,100.0
B0BYNQ9WN3_B07XTNNV75_1332643_AMZ_US,2019-12-01,24.0
B0BYNTV4YK_B08NCN3MZ9_1332669_AMZ_US,2019-12-01,0.0
B0BYNTV4YK_B0916MDXQ6_1332860_AMZ_US,2019-12-01,0.0
B0BYRS4VYL_B08L6S49Q9_1332666_AMZ_US,2019-12-01,0.0
B0BYRS4VYL_B08NH1TYW1_1332671_AMZ_US,2019-12-01,108.0
B0BZ3LYKT7_B01MQV3PL7_1001330_AMZ_US,2019-12-01,140.0
B0BZ3LYKT7_B01N9GIEIW_1001331_AMZ_US,2019-12-01,713.0
B0BZ892D6V_B08FLKB54G_1045200_AMZ_US,2019-12-01,0.0
B0BZ892D6V_B08FM422DJ_1045201_AMZ_US,2019-12-01,0.0
B0BZ892D6V_B08FM936YC_1045199_AMZ_US,2019-12-01,0.0
B0BZ892D6V_B08FMHZH6S_1045202_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081HXFQM8_1037509_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081HXG21H_1037506_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081HYY4GQ_1037502_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081J34D6F_1037503_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081J4LJD9_1037507_AMZ_US,2019-12-01,0.0
B0BZCWJSJV_B081J838WS_1037505_AMZ_US,2019-12-01,0.0
B0BZD397K8_B07RNHXX33_1033464_AMZ_US,2019-12-01,87.0
B0BZD397K8_B07RTSHSHS_1033457_AMZ_US,2019-12-01,106.0
B0BZD4BBJQ_B07SG1S6BT_1034003_AMZ_US,2019-12-01,42.5
B0BZD4BBJQ_B07SG2NP3P_1034004_AMZ_US,2019-12-01,55.0
B0BZD4BBJQ_B07SJ515JP_1034002_AMZ_US,2019-12-01,62.0
B0C1C3HYJC_B07T7VQ6J6_1034554_AMZ_US,2019-12-01,183.0
B0C1C3HYJC_B07T8Y58KR_1034555_AMZ_US,2019-12-01,80.0
B0C1C66K4L_B08P7QMMK3_1332675_AMZ_US,2019-12-01,0.0
B0C1C66K4L_B08P7YFYKJ_1332676_AMZ_US,2019-12-01,0.0
B0C23XCBKB_B07MJRXJ12_1332619_AMZ_US,2019-12-01,507.0
B0C23XCBKB_B07PDND5F2_1332622_AMZ_US,2019-12-01,54.0
B0C2CJFZB1_B084NXH8WD_1039305_AMZ_US,2019-12-01,0.0
B0C2CJFZB1_B084P46DNS_1039310_AMZ_US,2019-12-01,0.0
B0C2CJFZB1_B084P757BL_1039309_AMZ_US,2019-12-01,0.0
B0C2CJFZB1_B084P8FDYG_1039306_AMZ_US,2019-12-01,0.0
B0C2V8VHQN_B01M2UISBK_1001319_AMZ_US,2019-12-01,1926.0
B0C2V8VHQN_B01MCXG8K5_1001318_AMZ_US,2019-12-01,2401.0
B0C32Q5MZ6_B077MFWH42_1020913_AMZ_US,2019-12-01,362.0
B0C3CWYJBF_B076C85Z3M_1018139_AMZ_US,2019-12-01,31.0
B0C3CWYJBF_B076C8DWYY_1018138_AMZ_US,2019-12-01,235.0
B0C3CWYJBF_B076C9XCBN_1018140_AMZ_US,2019-12-01,125.0
B0C3M4NX8L_B074KF8YZ9_1017705_AMZ_US,2019-12-01,591.0
B0C3M4NX8L_B07C18VH45_1024716_AMZ_US,2019-12-01,130.0
B0C3M4NX8L_B07C1MJ2SM_1024715_AMZ_US,2019-12-01,150.0
B0C3M4NX8L_B07C1N654S_1024717_AMZ_US,2019-12-01,719.0
B0C49CH18F_B08G7YFMNN_1045515_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G7YKTLB_1045508_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G8442LW_1045519_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G851KFD_1045510_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G86RRQC_1045517_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G8FCCFG_1045518_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G8GSZTJ_1045520_AMZ_US,2019-12-01,0.0
B0C49CH18F_B08G8KDTVW_1045513_AMZ_US,2019-12-01,0.0
B0C49GTYWQ_B092HX6LB9_1277158_AMZ_US,2019-12-01,0.0
B0C49GTYWQ_B092HYHW9P_1277157_AMZ_US,2019-12-01,0.0
B0C49GTYWQ_B092HYLNXS_1277160_AMZ_US,2019-12-01,0.0
B0C49GTYWQ_B092HYPYHF_1277162_AMZ_US,2019-12-01,0.0
B0C49GTYWQ_B092J115DS_1277159_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YMHKCR5_1275854_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YMMMS9W_1275852_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YN3SM68_1275850_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YNGYPWG_1275856_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YNKHRXB_1275853_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B08YNP4L2C_1275855_AMZ_US,2019-12-01,0.0
B0C4DXPL6G_B091G9MWCY_1278566_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GQ63PP_1276633_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GR7BK2_1276629_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GRVGKR_1276632_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GTK7J8_1276630_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GTMS3P_1276631_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GV353Z_1276627_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091GV4BJS_1276626_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091HL3CXX_1276625_AMZ_US,2019-12-01,0.0
B0C4KL8Z64_B091HRX86J_1276628_AMZ_US,2019-12-01,0.0
B0C4YJCWGM_B07FQ7B8PF_1028003_AMZ_US,2019-12-01,215.0
B0C4YJCWGM_B083Z5VTF3_1039264_AMZ_US,2019-12-01,0.0
B0C661S4NH_B06Y26ZKZ9_1001910_AMZ_US,2019-12-01,207.0
B0C661S4NH_B06Y28V2CN_1001915_AMZ_US,2019-12-01,70.0
B0C661S4NH_B06Y2BWD6F_1001912_AMZ_US,2019-12-01,92.0
B0C661S4NH_B06Y2HHGXK_1001126_AMZ_US,2019-12-01,81.0
B0C661S4NH_B06Y2JX95V_1001911_AMZ_US,2019-12-01,73.0
B0C661S4NH_B06Y2P58WF_1001918_AMZ_US,2019-12-01,12.0
B0C661S4NH_B06Y2Q5XDL_1001916_AMZ_US,2019-12-01,123.0
B0C661S4NH_B06Y2QDYR8_1001919_AMZ_US,2019-12-01,105.0
B0C6B1HVNV_B09F72PX64_1344603_AMZ_US,2019-12-01,0.0
B0C6B1HVNV_B09F72TP93_1344607_AMZ_US,2019-12-01,0.0
B0C77Y9GBJ_B088LR3HFZ_1041363_AMZ_US,2019-12-01,0.0
B0C77Y9GBJ_B088LWGDGD_1041361_AMZ_US,2019-12-01,0.0
B0C77Y9GBJ_B088M21P2W_1041362_AMZ_US,2019-12-01,0.0
B0C7V7W9MH_B092HXGMV9_1277179_AMZ_US,2019-12-01,0.0
B0C7V7W9MH_B092J14RG1_1277180_AMZ_US,2019-12-01,0.0
B0C7VTC8QR_B0769DG96T_1019130_AMZ_US,2019-12-01,93.0
B0C7VTC8QR_B0769HKR6H_1019131_AMZ_US,2019-12-01,344.0
B0C7ZJKMTY_B083YRT2KP_1039258_AMZ_US,2019-12-01,0.0
B0C7ZJKMTY_B083YV6Y49_1039257_AMZ_US,2019-12-01,0.0
B0C8J2CR1P_B083PP9LLZ_1039072_AMZ_US,2019-12-01,0.0
B0C8J2CR1P_B083PVGCLL_1039067_AMZ_US,2019-12-01,0.0
B0C8J2CR1P_B083PXVGGL_1039070_AMZ_US,2019-12-01,0.0
B0C8J2CR1P_B083Q3N57B_1039069_AMZ_US,2019-12-01,0.0
B0C8J2CR1P_B083Q4S9WV_1039068_AMZ_US,2019-12-01,0.0
B0C8J7CN4S_B074DS98SJ_1017110_AMZ_US,2019-12-01,95.0
B0C8J7CN4S_B07G8TJXJK_1028356_AMZ_US,2019-12-01,403.0
